0.056296206 ,  7.40512115762e-10
0.063493725 ,  9.55304504436e-10
0.069965974 ,  1.17926749225e-09
0.077426672 ,  1.46737189862e-09
0.087142333 ,  1.92344738312e-09
0.095843027 ,  2.40318414232e-09
0.10635553 ,  2.97416649376e-09
0.11731623 ,  3.54962729343e-09
0.12987712 ,  4.27573460118e-09
0.14300369 ,  5.14856011417e-09
0.15759274 ,  6.15471867463e-09
0.17393392 ,  7.32260765113e-09
0.19198119 ,  8.78211965159e-09
0.21130223 ,  1.06992779396e-08
0.23343502 ,  1.30158792371e-08
0.25682641 ,  1.56716395278e-08
0.28181699 ,  1.85644007534e-08
0.31070237 ,  2.22404367806e-08
0.34077804 ,  2.66861299898e-08
0.37506805 ,  3.17885517461e-08
0.41314446 ,  3.80610658712e-08
0.45382869 ,  4.56572598495e-08
0.49849615 ,  5.41718221861e-08
0.54890832 ,  6.48540498495e-08
0.60500372 ,  7.73597412364e-08
0.66517343 ,  9.31964306792e-08
0.73156542 ,  1.12016373421e-07
0.80479833 ,  1.35101944196e-07
0.8845208 ,  1.64019341926e-07
0.97411879 ,  1.99153573923e-07
1.0709344 ,  2.43377339663e-07
1.1777383 ,  2.94215135396e-07
1.295593 ,  3.63903122804e-07
1.4248978 ,  4.48070575515e-07
1.5718937 ,  5.52118528726e-07
1.7244573 ,  6.68693325454e-07
1.8958258 ,  8.13397707371e-07
2.0886156 ,  9.81979804892e-07
2.2924711 ,  1.18188211877e-06
2.5248736 ,  1.422963131e-06
2.7797375 ,  1.72044870208e-06
3.0516985 ,  2.06396834464e-06
3.3562404 ,  2.43333913176e-06
3.6829914 ,  2.81765102963e-06
3.8932274 ,  2.98203509724e-06
